Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4586.485    110.335     0.725         5214.596        150.657         1.767           
LMS2    11674.544   158.618     0.846         4922.782        128.524         1.899           
LMS3    2792.673    89.561      1.767         6001.635        169.180         0.879           
W1      9570.552    169.538     1.388         10881.221       4035.596        20567.732       
W2      5066.636    107.528     1.498         5760.501        2136.438        10888.526       
W3      5797.769    105.406     0.497         6591.763        2444.734        12459.778       
W4      7861.381    130.135     1.059         8937.982        3314.893        16894.613       
W5      6383.938    121.702     0.816         7258.206        2691.903        13719.492       
W6      1921.566    68.482      1.195         2184.721        810.263         4129.569        
W7      8541.416    153.305     0.869         9711.146        3601.642        18356.053       
W8      3188.337    80.548      1.890         3624.974        1344.420        6851.942        
W9      1766.640    60.107      0.927         2008.578        744.936         3796.623        
W10     2633.805    73.681      1.643         2994.500        1110.592        5660.217        
W11     5356.968    98.628      1.284         6090.595        2258.862        11512.470       
W12     3560.498    81.074      1.845         4048.102        1501.348        7651.740        
W13     5027.179    104.601     1.465         5715.641        2119.801        10803.730       
W14     4229.871    83.304      0.464         4809.144        1783.601        9090.264        
W15     6532.295    137.143     1.263         7426.881        2754.460        14038.323       
W16     4737.005    96.908      1.660         5385.729        1997.444        10180.130       
W17     7112.765    115.537     0.807         8086.844        2999.226        15285.789       
W18     442.740     43.606      75.600        503.372         186.689         951.477         
W19     4983.509    99.442      1.176         5665.991        2101.386        10709.882       
W20     4044.607    86.428      1.226         4598.508        1705.482        8692.121        
W21     3285.117    86.072      0.619         3735.007        1385.229        7059.928        
W22     6191.633    138.231     0.949         7039.565        2610.814        13306.218       
W23     4453.067    100.625     0.969         5062.906        1877.716        9569.928        
W24     4389.321    96.038      0.682         4990.430        1850.837        9432.935        
W25     5008.163    162.067     5.713         5694.021        2111.782        10762.865       
W26     5775.673    112.745     0.974         6566.640        2435.417        12412.293       
W27     3583.762    85.811      2.190         4074.551        1511.158        7701.735        
W28     3302.691    76.569      0.579         3754.988        1392.639        7097.695        
W29     3993.680    90.295      0.568         4540.607        1684.007        8582.676        
W30     5592.269    95.097      1.347         6358.119        2358.081        12018.145       
W31     5990.627    114.093     1.352         6811.032        2526.056        12874.243       
W32     6404.053    106.911     1.638         7281.076        2700.384        13762.721       
