Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4069.896    99.084      2.242         4699.446        138.284         3.368           
LMS2    9923.235    136.760     1.532         4221.216        109.611         4.527           
LMS3    2409.774    77.967      0.909         5234.917        146.253         3.673           
W1      9903.585    170.207     1.069         11435.515       4212.856        21514.238       
W2      3733.213    81.760      1.805         4310.683        1588.061        8109.915        
W3      6163.492    112.258     0.535         7116.888        2621.869        13389.376       
W4      8310.415    135.618     1.537         9595.906        3535.143        18053.285       
W5      6585.278    125.871     0.789         7603.917        2801.292        14305.652       
W6      2062.658    71.044      2.632         2381.719        877.428         4480.855        
W7      9045.283    160.718     0.716         10444.447       3847.746        19649.691       
W8      3279.055    82.445      1.162         3786.273        1394.867        7123.315        
W9      1787.382    60.690      2.206         2063.862        760.329         3882.853        
W10     2657.785    74.774      0.678         3068.902        1130.587        5773.688        
W11     5251.297    97.958      1.511         6063.591        2233.834        11407.754       
W12     3720.267    84.405      1.130         4295.734        1582.553        8081.791        
W13     5128.317    109.371     1.103         5921.588        2181.520        11140.596       
W14     4241.082    84.554      0.531         4897.110        1804.101        9213.193        
W15     6332.442    131.989     0.775         7311.972        2693.739        13756.398       
W16     4247.649    91.286      1.175         4904.694        1806.895        9227.460        
W17     7391.320    118.443     1.303         8534.642        3144.172        16056.671       
W18     467.333     44.460      164.236       539.622         198.797         1015.220        
W19     5193.860    102.294     1.171         5997.270        2209.401        11282.979       
W20     4146.927    89.565      1.280         4788.392        1764.049        9008.654        
W21     3382.177    87.963      1.264         3905.347        1438.734        7347.336        
W22     6392.875    141.811     0.983         7381.753        2719.447        13887.683       
W23     4573.311    102.873     0.919         5280.731        1945.427        9934.918        
W24     4552.423    98.268      1.865         5256.612        1936.542        9889.542        
W25     4477.274    85.013      0.950         5169.838        1904.575        9726.291        
W26     5939.224    116.469     0.799         6857.929        2526.469        12902.185       
W27     3712.382    87.332      1.605         4286.630        1579.199        8064.664        
W28     3421.440    78.280      1.201         3950.683        1455.436        7432.628        
W29     4126.947    94.120      1.479         4765.321        1755.550        8965.250        
W30     5664.646    97.329      0.658         6540.877        2409.667        12305.699       
W31     5814.877    111.073     0.526         6714.348        2473.573        12632.058       
W32     6620.841    110.159     1.104         7644.981        2816.420        14382.908       
W33     4384.479    85.732      1.625         5062.690        1865.101        9524.706        
W34     7509.939    129.126     0.722         8671.609        3194.631        16314.357       
W35     6320.424    119.375     1.628         7298.095        2688.626        13730.291       
W36     3573.637    87.153      0.400         4126.422        1520.179        7763.257        
W37     4027.843    90.198      0.542         4650.887        1713.392        8749.959        
W38     3985.954    83.592      0.438         4602.518        1695.573        8658.961        
W39     5916.449    105.664     1.501         6831.631        2516.781        12852.708       
W40     6136.047    104.723     0.762         7085.197        2610.195        13329.757       
W41     4537.499    95.528      0.568         5239.379        1930.193        9857.120        
W42     2793.053    69.128      0.558         3225.094        1188.129        6067.541        
W43     6888.899    119.015     1.396         7954.504        2930.449        14965.229       
W44     6665.087    124.396     0.394         7696.071        2835.242        14479.026       
W45     4837.940    90.269      0.991         5586.294        2057.997        10509.790       
W46     6172.613    111.311     1.100         7127.420        2625.750        13409.192       
W47     5803.012    103.451     0.842         6700.647        2468.526        12606.281       
W48     1644.800    59.067      8.480         1899.225        699.677         3573.113        
W49     4026.280    99.569      0.708         4649.082        1712.727        8746.564        
W50     6659.428    110.640     0.834         7689.537        2832.834        14466.733       
W51     5068.174    99.445      0.764         5852.142        2155.936        11009.943       
W52     5340.391    102.000     1.129         6166.465        2271.733        11601.298       
W53     1917.649    61.506      4.308         2214.280        815.743         4165.841        
W54     4909.452    95.670      0.622         5668.867        2088.417        10665.139       
W55     2344.577    61.388      1.514         2707.246        997.353         5093.286        
W56     5929.433    119.961     1.414         6846.624        2522.304        12880.915       
W57     4829.016    97.962      0.784         5575.989        2054.201        10490.402       
W58     6424.913    113.729     1.679         7418.747        2733.075        13957.279       
W59     4135.749    89.110      0.460         4775.484        1759.294        8984.370        
W60     7371.218    115.502     1.567         8511.431        3135.621        16013.004       
W61     4164.605    89.805      0.365         4808.804        1771.569        9047.058        
W62     4579.695    90.221      1.810         5288.103        1948.143        9948.787        
W63     5881.993    108.077     1.044         6791.846        2502.124        12777.857       
W64     4646.771    92.988      0.915         5365.554        1976.676        10094.500       
W65     7286.470    136.183     1.706         8413.572        3099.570        15828.899       
W66     7813.973    146.785     0.994         9022.672        3323.963        16974.830       
W67     7211.701    123.203     1.099         8327.238        3067.764        15666.472       
W68     6293.917    115.193     0.873         7267.487        2677.351        13672.707       
W69     4283.655    98.073      0.647         4946.270        1822.212        9305.679        
W70     3723.182    83.820      0.472         4299.101        1583.794        8088.125        
W71     5085.737    96.647      2.743         5872.420        2163.406        11048.096       
W72     4072.779    95.273      0.698         4702.774        1732.508        8847.578        
W73     5158.382    106.586     0.926         5956.303        2194.309        11205.908       
W74     6007.599    109.504     0.777         6936.880        2555.555        13050.721       
W75     7551.085    130.505     0.804         8719.120        3212.134        16403.742       
W76     6332.087    123.923     0.953         7311.562        2693.588        13755.629       
W77     4071.774    90.834      0.731         4701.613        1732.080        8845.395        
W78     5613.474    100.440     0.562         6481.791        2387.899        12194.535       
W79     5309.798    102.771     0.787         6131.141        2258.719        11534.839       
W80     6088.362    108.330     0.907         7030.137        2589.911        13226.168       
W81     3805.710    88.437      0.940         4394.394        1618.900        8267.405        
W82     3807.910    84.615      1.760         4396.935        1619.836        8272.186        
W83     3903.219    86.854      0.785         4506.986        1660.379        8479.231        
