Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4067.261    99.346      1.775         4698.235        136.395         1.911           
LMS2    9923.352    137.110     0.900         4220.641        110.465         2.213           
LMS3    2409.853    78.152      1.864         5234.194        147.152         3.351           
W1      9901.705    172.462     0.858         11437.804       4211.435        21506.477       
W2      5398.774    115.557     0.842         6236.312        2296.229        11726.123       
W3      6161.191    113.465     0.861         7117.006        2620.503        13382.091       
W4      8310.868    138.136     1.254         9600.174        3534.813        18051.184       
W5      6582.286    127.210     0.891         7603.428        2799.605        14296.707       
W6      2062.465    70.591      1.846         2382.425        877.216         4479.668        
W7      9042.624    160.815     0.667         10445.450       3846.047        19640.557       
W8      3281.575    81.909      0.968         3790.662        1395.733        7127.572        
W9      1788.161    60.266      2.151         2065.567        760.548         3883.882        
W10     2658.436    74.935      1.254         3070.852        1130.697        5774.115        
W11     5252.606    97.127      1.011         6067.469        2234.060        11408.647       
W12     3717.740    84.699      0.586         4294.491        1581.245        8074.920        
W13     5128.474    105.864     1.188         5924.079        2181.264        11139.032       
W14     4237.037    85.437      1.189         4894.349        1802.114        9202.834        
W15     6331.385    131.277     1.234         7313.603        2692.891        13751.751       
W16     4245.207    91.675      0.861         4903.787        1805.589        9220.578        
W17     7389.711    118.898     0.606         8536.113        3143.023        16050.435       
W18     467.694     45.290      118.576       540.249         198.921         1015.829        
W19     5193.116    103.330     1.324         5998.749        2208.758        11279.434       
W20     4152.152    88.897      0.985         4796.295        1766.011        9018.464        
W21     3389.853    87.942      1.074         3915.737        1441.786        7362.752        
W22     6395.943    140.741     1.506         7388.177        2720.349        13891.973       
W23     4573.112    103.456     0.766         5282.561        1945.055        9932.787        
W24     4551.782    99.080      0.651         5257.922        1935.983        9886.459        
W25     4474.280    85.056      0.660         5168.397        1903.020        9718.125        
W26     5940.198    116.901     1.557         6861.730        2526.510        12902.095       
W27     3717.170    87.388      0.591         4293.833        1581.002        8073.684        
W28     3421.218    80.138      0.715         3951.969        1455.127        7430.877        
W29     4126.337    94.049      0.829         4766.476        1755.031        8962.394        
W30     5665.674    96.434      1.015         6544.618        2409.748        12305.830       
W31     5814.418    109.437     0.805         6716.437        2473.013        12628.901       
W32     6619.405    110.333     1.052         7646.305        2815.393        14377.330       
W33     4381.263    85.876      0.777         5060.949        1863.457        9516.091        
W34     7505.665    128.877     0.888         8670.055        3192.341        16302.284       
W35     6318.497    120.604     1.184         7298.715        2687.409        13723.758       
W36     3575.935    86.688      1.217         4130.687        1520.931        7766.920        
W37     4027.146    90.234      1.430         4651.896        1712.843        8746.950        
W38     3984.488    84.175      1.119         4602.620        1694.699        8654.296        
W39     5917.871    105.830     1.343         6835.939        2517.013        12853.601       
W40     6130.019    105.708     1.894         7080.998        2607.245        13314.384       
W41     4536.703    95.477      1.189         5240.504        1929.569        9853.707        
W42     2792.924    69.663      1.268         3226.203        1187.898        6066.223        
W43     6890.014    118.411     1.290         7958.895        2930.489        14965.092       
W44     6665.271    125.002     0.462         7699.287        2834.901        14476.952       
W45     4837.138    91.431      0.561         5587.546        2057.352        10506.250       
W46     6174.299    110.414     1.747         7132.148        2626.078        13410.561       
W47     5801.848    103.552     0.740         6701.917        2467.666        12601.598       
W48     1645.336    58.827      5.794         1900.585        699.801         3573.665        
W49     4026.415    100.848     1.097         4651.052        1712.531        8745.362        
W50     6659.735    112.029     0.667         7692.892        2832.546        14464.927       
W51     5067.187    99.695      1.282         5853.283        2155.197        11005.915       
W52     5341.201    100.632     1.661         6169.807        2271.742        11601.074       
W53     1917.355    60.991      1.416         2214.804        815.498         4164.491        
