Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4064.086    98.411      3.018         4693.840        136.761         1.761           
LMS2    9915.558    137.054     1.031         4218.762        110.884         2.808           
LMS3    2410.397    80.396      1.903         5237.546        146.008         2.843           
W1      9909.654    170.435     0.670         11445.213       4216.250        21532.668       
W2      3730.554    80.314      1.228         4308.625        1587.235        8106.113        
W3      6160.944    109.639     1.516         7115.618        2621.290        13387.102       
W4      8318.286    138.855     0.798         9607.253        3539.172        18074.785       
W5      6585.725    125.451     0.584         7606.221        2802.021        14310.107       
W6      2059.046    71.453      1.490         2378.107        876.060         4474.097        
W7      9036.602    160.149     0.926         10436.875       3844.793        19635.611       
W8      3262.700    81.159      0.790         3768.274        1388.177        7089.514        
W9      1788.723    60.649      2.192         2065.896        761.046         3886.713        
W10     2657.686    72.691      0.445         3069.510        1130.763        5774.880        
W11     5256.368    97.681      0.860         6070.873        2236.421        11421.551       
W12     3712.830    84.270      1.119         4288.154        1579.694        8067.600        
W13     5122.727    106.524     1.223         5916.523        2179.561        11131.162       
W14     4239.380    84.622      1.027         4896.296        1803.724        9211.739        
W15     6325.469    130.685     1.291         7305.637        2691.291        13744.599       
W16     4235.887    92.069      0.362         4892.262        1802.238        9204.149        
W17     7369.019    118.655     0.512         8510.892        3135.289        16012.126       
W18     466.134     48.222      54.061        538.364         198.326         1012.862        
W19     5198.958    104.101     1.035         6004.566        2211.995        11296.804       
W20     4144.244    90.363      0.791         4786.418        1763.247        9005.019        
W21     3394.312    88.197      1.455         3920.281        1444.175        7375.495        
W22     6394.556    141.945     0.825         7385.429        2720.685        13894.716       
W23     4564.807    102.168     1.330         5272.150        1942.183        9918.858        
W24     4556.415    97.568      1.197         5262.458        1938.613        9900.625        
W25     4476.559    84.796      1.136         5170.228        1904.637        9727.104        
W26     5940.346    115.022     0.875         6860.837        2527.433        12907.765       
W27     3712.130    85.708      0.957         4287.347        1579.396        8066.081        
W28     3429.304    79.335      0.690         3960.695        1459.062        7451.528        
W29     4131.831    93.246      0.750         4772.082        1757.965        8978.046        
W30     5659.337    95.126      0.718         6536.284        2407.872        12297.161       
W31     5821.449    108.960     1.026         6723.517        2476.846        12649.414       
W32     6613.669    110.501     0.650         7638.496        2813.911        14370.828       
W33     4384.351    86.467      0.958         5063.732        1865.405        9526.747        
W34     7512.462    129.594     1.997         8676.562        3196.319        16323.812       
W35     6316.554    121.882     0.431         7295.341        2687.498        13725.228       
W36     3572.828    86.666      1.874         4126.458        1520.127        7763.391        
W37     4033.030    89.625      0.859         4657.972        1715.929        8763.362        
