Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4389.498    107.410     1.582         5016.904        148.130         0.798           
LMS2    10854.264   147.850     0.754         4588.632        120.339         0.812           
LMS3    2626.096    85.211      0.983         5658.927        162.879         1.661           
W1      9601.951    168.756     0.733         10974.394       4059.218        20691.068       
W2      5308.489    113.230     0.824         6067.250        2244.160        11439.165       
W3      5999.337    108.818     0.491         6856.844        2536.216        12927.860       
W4      8139.442    136.125     0.762         9302.842        3440.944        17539.533       
W5      6456.854    122.862     0.816         7379.755        2729.630        13913.756       
W6      1944.964    71.231      1.980         2222.964        822.232         4191.167        
W7      8849.702    160.048     0.812         10114.622       3741.205        19070.061       
W8      3226.098    81.354      1.438         3687.215        1363.831        6951.858        
W9      1781.954    58.671      1.462         2036.655        753.320         3839.900        
W10     2628.633    71.629      0.759         3004.353        1111.253        5664.392        
W11     5230.380    98.520      0.947         5977.977        2211.139        11270.849       
W12     3627.076    81.441      0.793         4145.508        1533.344        7815.920        
W13     5074.222    102.766     1.147         5799.499        2145.124        10934.347       
W14     4350.007    82.911      0.836         4971.770        1838.963        9373.750        
W15     6332.454    130.410     0.984         7237.575        2677.041        13645.688       
W16     4656.658    94.994      0.765         5322.250        1968.599        10034.546       
W17     7161.322    116.264     0.792         8184.916        3027.444        15431.802       
W18     460.244     43.923      31.346        526.029         194.568         991.772         
W19     5124.125    102.584     0.997         5856.534        2166.220        11041.882       
W20     4103.657    89.733      0.846         4690.208        1734.818        8842.894        
W21     3342.729    87.490      1.413         3820.517        1413.136        7203.184        
W22     6342.829    138.726     0.611         7249.433        2681.427        13668.045       
W23     4508.802    99.912      1.067         5153.262        1906.093        9715.935        
W24     4478.562    95.762      0.497         5118.700        1893.309        9650.772        
W25     4344.274    80.217      1.247         4965.217        1836.539        9361.396        
W26     5805.324    114.889     1.137         6635.100        2454.197        12509.785       
W27     3624.271    86.827      1.396         4142.300        1532.158        7809.874        
W28     3325.021    75.184      1.702         3800.278        1405.650        7165.025        
W29     4035.372    91.347      0.410         4612.162        1705.951        8695.748        
W30     5569.617    98.975      1.236         6365.703        2354.552        12001.865       
W31     5730.200    107.371     0.795         6549.238        2422.438        12347.903       
W32     6472.767    110.055     1.281         7397.942        2736.357        13948.045       
W33     4289.176    87.167      0.774         4902.244        1813.246        9242.667        
W34     7247.373    124.697     0.492         8283.266        3063.822        15617.230       
W35     6167.789    115.419     1.299         7049.373        2607.428        13290.854       
W36     3480.944    85.094      0.701         3978.488        1471.567        7501.022        
W37     4020.025    88.633      1.584         4594.622        1699.463        8662.679        
