Name    lms_peak    lms_sigma   lms_chi2/ndf  alpha_peak (g1) alpha_sigma (g2)alpha_chi2/ndf (g3)
LMS1    4139.868    100.145     0.632         4761.789        140.564         0.903           
LMS2    10184.611   141.487     1.471         4313.830        114.877         1.121           
LMS3    2479.309    80.769      1.669         5349.060        155.346         1.295           
W1      9839.971    169.770     0.722         11318.202       4167.853        21229.543       
W2      5367.082    116.168     0.939         6173.364        2273.300        11579.374       
W3      6132.836    109.202     1.021         7054.155        2597.646        13231.473       
W4      8282.261    141.162     1.095         9526.482        3508.063        17868.816       
W5      6564.177    122.296     1.063         7550.295        2780.346        14162.084       
W6      2053.271    74.943      1.740         2361.728        869.691         4429.892        
W7      9006.953    158.330     0.983         10360.043       3815.016        19432.324       
W8      3258.484    82.047      0.402         3747.997        1380.175        7030.116        
W9      1782.466    58.977      2.512         2050.241        754.988         3845.636        
W10     2653.994    75.111      1.087         3052.696        1124.135        5725.940        
W11     5251.364    96.709      0.829         6040.262        2224.286        11329.715       
W12     3699.765    85.484      1.110         4255.571        1567.085        7982.170        
W13     5106.477    107.639     0.640         5873.608        2162.917        11017.123       
W14     4237.187    84.016      1.613         4873.728        1794.718        9141.647        
W15     6330.293    135.091     1.262         7281.275        2681.281        13657.483       
W16     4266.469    90.135      1.501         4907.409        1807.120        9204.822        
W17     7360.687    120.878     0.364         8466.462        3117.718        15880.537       
W18     467.441     44.706      17.234        537.663         197.991         1008.494        
W19     5196.391    104.698     1.113         5977.031        2201.002        11211.112       
W20     4144.683    89.025      1.825         4767.327        1755.536        8942.072        
W21     3393.778    89.920      0.984         3903.616        1437.480        7322.010        
W22     6393.908    137.319     1.669         7354.447        2708.226        13794.729       
W23     4558.992    104.027     1.954         5243.876        1931.023        9835.935        
W24     4543.567    96.874      0.652         5226.134        1924.489        9802.656        
W25     4450.405    83.887      1.403         5118.977        1885.029        9601.661        
W26     5908.923    119.820     1.157         6796.604        2502.804        12748.385       
W27     3690.385    86.447      1.818         4244.782        1563.112        7961.934        
W28     3397.537    78.875      0.219         3907.939        1439.073        7330.120        
W29     4105.423    95.046      1.001         4722.169        1738.907        8857.369        
W30     5612.460    97.083      0.615         6455.604        2377.233        12108.771       
W31     5774.081    110.333     1.099         6641.504        2445.690        12457.465       
