APV              147              21              27               0
               0           43.69           58.42
               1          -39.86           49.15
               2          -17.43            25.6
               3          -7.472           21.22
               4          -121.9           13.04
               5          -52.13           14.73
               6          -10.59           11.52
               7            24.3           10.78
               8          -69.33           10.57
               9          -15.39           14.23
              10           33.02           10.72
              11           29.71           10.82
              12          -59.78           11.05
              13           3.723           14.04
              14           38.22            10.7
              15           45.14           10.61
              16           -29.1           10.86
              17          -40.58           14.44
              18          -12.21           11.08
              19           44.04           10.18
              20          -35.02           10.67
              21          -34.01           14.81
              22           2.168           9.489
              23           42.85           9.837
              24          -74.39           10.64
              25              -7            14.3
              26           19.61           9.912
              27           25.93           10.67
              28             -46           10.79
              29          -24.84           14.66
              30           39.06           9.821
              31           46.62           10.45
              32          -37.48           11.06
              33          -41.37           14.63
              34           17.74            10.9
              35           42.42            11.1
              36          -52.22           10.76
              37          -16.35            14.3
              38           17.25           10.72
              39            38.1           10.59
              40           -55.8           10.92
              41          -18.97           14.55
              42           25.61           10.88
              43           53.92           11.24
              44          -59.73           11.74
              45          -18.42            14.2
              46           54.08           10.57
              47           60.44            11.2
              48          -24.85           10.99
              49          -25.54            14.5
              50           13.07           10.47
              51           34.62           10.18
              52          -61.25           10.19
              53           -46.8           14.62
              54           4.376           9.345
              55           61.59           9.964
              56          -49.61           10.52
              57          -7.969           14.33
              58           23.23           9.793
              59           36.45           10.61
              60           -48.5           12.63
              61          -3.646           14.14
              62           32.91           9.449
              63            61.2           10.98
              64          -51.85           10.97
              65          -44.25           10.27
              66           16.75           11.52
              67           30.55           11.11
              68          -55.13           10.85
              69          -35.54           10.15
              70           16.43           10.87
              71           40.67            10.4
              72          -51.99            10.5
              73           5.343            9.84
              74           35.27           10.96
              75           30.94           10.72
              76          -34.33           10.08
              77           -18.9           9.906
              78           26.47           10.35
              79           58.87           11.04
              80           -50.2           11.03
              81          -35.04           10.08
              82           7.613           9.489
              83           36.24           9.909
              84          -43.77           10.72
              85          -34.46           9.986
              86           16.93           9.418
              87           41.21            9.69
              88          -58.34           10.48
              89          -12.24           9.667
              90           27.39           9.667
              91           28.56           10.31
              92          -33.24           9.961
              93          -17.74           9.622
              94           19.79           9.381
              95           52.47           11.01
              96          -45.01            11.1
              97           -31.7           10.42
              98           16.12           11.65
              99           40.12           11.14
             100          -60.12           10.92
             101          -26.58           10.03
             102           36.82           11.11
             103           34.31           10.41
             104          -42.14           10.49
             105          -4.424           9.751
             106           57.52           11.07
             107           54.55           10.89
             108          -46.44           10.25
             109           6.766           9.943
             110           47.36            10.6
             111           87.96           11.47
             112          -40.22           10.74
             113           -38.4           10.09
             114           12.93           9.669
             115           54.29            10.1
             116          -60.77           10.61
             117          -17.91           9.537
             118           26.08           9.465
             119           40.49           9.834
             120          -45.33           10.24
             121           8.385           9.575
             122           28.44           9.616
             123           64.98           10.49
             124          -63.57           10.08
             125           1.439           9.404
             126           56.11            9.54
             127           91.05            49.4
APV              147              21              27               1
               0           65.07           56.16
               1          -44.16           46.91
               2          -1.723           26.02
               3          -10.88           21.96
               4          -126.4           14.53
               5          -88.25           13.58
               6          -1.473           14.63
               7           28.01           12.57
               8          -64.43           12.61
               9          -20.91           13.48
              10           12.44           12.48
              11           42.35           13.18
              12          -56.84           12.25
              13          -7.168           13.47
              14           43.29              13
              15           97.05           12.78
              16          -25.77           12.71
              17          -54.46           13.02
